acc1-1,acc1-2,acc1-3,gyro1-1,gyro1-2,gyro1-3,acc2-1,acc2-2,acc2-3,gyro2-1,gyro2-2,gyro2-3,acc3-1,acc3-2,acc3-3,gyro3-1,gyro3-2,gyro3-3,acc4-1,acc4-2,acc4-3,gyro4-1,gyro4-2,gyro4-3,acc5-1,acc5-2,acc5-3,gyro5-1,gyro5-2,gyro5-3,acc6-1,acc6-2,acc6-3,gyro6-1,gyro6-2,gyro6-3,acc7-1,acc7-2,acc7-3,gyro7-1,gyro7-2,gyro7-3,acc8-1,acc8-2,acc8-3,gyro8-1,gyro8-2,gyro8-3,acc9-1,acc9-2,acc9-3,gyro9-1,gyro9-2,gyro9-3,acc10-1,acc10-2,acc10-3,gyro10-1,gyro10-2,gyro10-3,label
-7.8,4.7,-8.7,-84.9,123.6,-99.6,-7.8,4.7,-8.7,-90,96.4,53.6,-8.3,1.2,-4.2,-90,96.4,53.6,-8.3,1.2,-4.2,-6.9,-92.1,90.3,-4,-5.5,-1.5,-6.9,-92.1,90.3,-4,-5.5,-1.5,-103.4,-98.2,-83.4,-6.1,0.7,-7.5,-103.4,-98.2,-83.4,-6.1,0.7,-7.5,-50.3,162.1,3.5,-11,5.9,-4.7,-50.3,162.1,3.5,-11,5.9,-4.7,-51.4,-19.7,109.3,1
-11,5.9,-4.7,-29.7,-135.6,93.5,-8.3,-2.5,-1.2,-29.7,-135.6,93.5,1.9,-6.6,-7.3,-29.7,-135.6,93.5,1.9,-6.6,-7.3,-32.9,-19.4,-128.2,-5.6,3.2,-9.5,-32.9,-19.4,-128.2,-5.6,3.2,-9.5,-23,139.5,-51.8,-5.6,3.2,-9.5,-47.9,-1.5,76.3,-7.3,2.2,-8.5,-47.9,-1.5,76.3,-7.3,2.2,-8.5,-54.8,-110.1,39.9,-5.6,-4.8,-3.1,-54.8,-110.1,39.9,1
-0.1,-4.6,-7,-54.8,-110.1,39.9,-0.1,-4.6,-7,-85.4,30.4,-156.7,-0.1,-4.6,-7,-124,125.4,36.8,-7.9,4.1,-10.1,-124,125.4,36.8,-11.6,4.6,-5.2,-124,125.4,36.8,-11.6,4.6,-5.2,15.9,-60.7,93.8,-11.6,4.6,-5.2,-64.3,-116.2,-2.9,-4.6,-4.3,-0.3,-64.3,-116.2,-2.9,-2.7,-3.2,-10.2,-64.3,-116.2,-2.9,-2.7,-3.2,-10.2,-139.2,121.1,-96.3,1
-7.3,4.6,-9.5,-139.2,121.1,-96.3,-7.3,4.6,-9.5,-1.8,96.5,45.1,-9,3,-5.7,-1.8,96.5,45.1,-9,3,-5.7,-14.1,-53.6,132.3,-9,3,-5.7,-31.2,-120.6,38.1,-3.9,-6.6,-2.3,-31.2,-120.6,38.1,3,-2.1,-5.9,-31.2,-120.6,38.1,3,-2.1,-5.9,-84.6,50.8,-142.2,-4,3.6,-13.3,-84.6,50.8,-142.2,-4,3.6,-13.3,-38.2,94.3,21.2,1
-6.8,0.7,-8.5,-38.2,94.3,21.2,-6.8,0.7,-8.5,-34.7,-24.9,163,-0.2,-5.5,1.1,-34.7,-24.9,163,-0.2,-5.5,1.1,-140,-112,-75.4,-8.7,-0.1,-9.6,-140,-112,-75.4,-8.7,-0.1,-9.6,-191,130.5,-70.4,-9.7,3.3,-8.3,-191,130.5,-70.4,-9.7,3.3,-8.3,-2.1,22,98.9,-9.2,-1.3,-2.7,-2.1,22,98.9,-9.2,-1.3,-2.7,-63,-111.5,84.7,1
2,-6.3,-4.2,-63,-111.5,84.7,2,-6.3,-4.2,-66.1,-24.6,-107.3,-8.8,2,-10.2,-66.1,-24.6,-107.3,-8.8,2,-10.2,98.1,94.8,-51.7,-8.8,2,-10.2,-26.2,28.4,88,-6.9,2.4,-8.6,-26.2,28.4,88,-8.9,-1.4,-4.5,-26.2,28.4,88,-8.9,-1.4,-4.5,-47.8,-121.1,83.3,1.9,-6,-3,-47.8,-121.1,83.3,1.9,-6,-3,-139.2,-70.1,-83.1,1
-3,-2.8,-11.7,-26.5,18.3,17.7,3.8,0.7,5.6,-26.5,18.3,17.7,3.8,0.7,5.6,56.3,-54.6,-182.3,3.8,0.7,5.6,-85.1,60.7,218.8,3.6,3.9,-14.4,-85.1,60.7,218.8,11,6,-17.3,-85.1,60.7,218.8,11,6,-17.3,326.3,-395.8,-74.6,1,2.3,10.4,326.3,-395.8,-74.6,1,2.3,10.4,21.9,120.6,39.7,4.1,7.4,-27,21.9,120.6,39.7,0
4.1,7.4,-27,-179.9,190.3,150.2,-1.2,7,-5.7,-179.9,190.3,150.2,-1.2,7,-5.7,82.2,-303,-274.4,9.5,5.8,-0.1,82.2,-303,-274.4,9.5,5.8,-0.1,37.6,230.5,217.2,3.8,5.7,-8.2,37.6,230.5,217.2,3.8,5.7,-8.2,-31.9,105.6,-353.8,-1.2,5.5,-1.3,-31.9,105.6,-353.8,-1.2,5.5,-1.3,-23.5,-101.4,287.1,32,10,-11.1,-23.5,-101.4,287.1,0
32,10,-11.1,78.3,-76.6,69.2,-1.9,1.2,8.1,78.3,-76.6,69.2,-1.9,1.2,8.1,79.8,21.2,-164.4,-1.9,1.2,8.1,-96.3,58.9,217.9,-6.3,5.2,-22.1,-96.3,58.9,217.9,-0.4,11.2,-1.4,-96.3,58.9,217.9,-0.4,11.2,-1.4,58.7,-336.1,-222.8,4.3,8.6,-1,58.7,-336.1,-222.8,4.3,8.6,-1,92.8,344.4,62.5,-4.5,20.7,-27.4,92.8,344.4,62.5,0
-4.5,20.7,-27.4,-240.4,263.7,-325.3,-1.5,-0.4,5.2,-240.4,263.7,-325.3,-1.5,-0.4,5.2,-36.4,-98.8,9.1,14.6,7.1,-18.7,-36.4,-98.8,9.1,14.6,7.1,-18.7,-15.7,-18.6,289.1,1.9,3.5,2.2,-15.7,-18.6,289.1,1.9,3.5,2.2,145.7,-103,-356.3,1.9,3.5,2.2,-235.9,98.7,268.8,4.7,4.6,-13.7,-235.9,98.7,268.8,1.3,15,-8.9,-235.9,98.7,268.8,0
1.3,15,-8.9,-260.5,-170.1,-445.6,1.3,15,-8.9,59.1,-76.1,337.2,4.7,4.4,-0.4,59.1,-76.1,337.2,4.7,4.4,-0.4,0.6,272.8,-160.4,4.8,15.2,-31.6,0.6,272.8,-160.4,4.8,15.2,-31.6,-73.1,-124.1,95.4,-3.1,0.3,2.2,-73.1,-124.1,95.4,18.8,5.4,-14.5,-73.1,-124.1,95.4,18.8,5.4,-14.5,-101,196.7,115.9,-1.2,1,5.3,-101,196.7,115.9,0
-1.2,1,5.3,71.9,24.1,-225.2,0.7,7.8,-13.3,71.9,24.1,-225.2,0.7,7.8,-13.3,-175.3,-24.4,357.9,0.7,7.8,-13.3,150.2,-116.8,-326.4,9.9,16.2,-23.5,150.2,-116.8,-326.4,9.9,16.2,-23.5,43.5,114,118.3,0.5,2.1,9.6,43.5,114,118.3,14.3,8.6,-24.8,43.5,114,118.3,14.3,8.6,-24.8,-156.6,157.8,-162.4,14.3,8.6,-24.8,-6.7,-219,-56.8,0
-3,2.5,6.6,-6.7,-219,-56.8,14,9.8,-8.8,-6.7,-219,-56.8,14,9.8,-8.8,-54.4,312.1,274.4,14,9.8,-8.8,4.2,43.4,-499.8,5.7,15.6,-8.6,4.2,43.4,-499.8,5.7,15.6,-8.6,-42.8,-85.4,242.8,-0.2,4.6,-0.2,-42.8,-85.4,242.8,22.1,1.2,-16.2,-42.8,-85.4,242.8,22.1,1.2,-16.2,73.1,29.5,2.5,-0.7,0.1,6.6,73.1,29.5,2.5,0
-0.7,0.1,6.6,53.8,16.6,-129.7,-0.7,0.1,6.6,-64.1,53.2,212.4,0.7,9.8,-18.5,-64.1,53.2,212.4,2.5,13.7,-3.1,-64.1,53.2,212.4,2.5,13.7,-3.1,-104.5,-297.1,-306.5,5.6,7.7,0.7,-104.5,-297.1,-306.5,5.6,7.7,0.7,8,162.4,297.5,14.4,15.3,-21.3,8,162.4,297.5,14.4,15.3,-21.3,82.7,117.9,-372.6,-1,1.7,6.4,82.7,117.9,-372.6,0
-1,1.7,6.4,-77.7,-100.8,-2.7,13.7,5.3,-15.5,-77.7,-100.8,-2.7,13.7,5.3,-15.5,-89,97.6,307.8,2.6,10,-2.4,-89,97.6,307.8,2.6,10,-2.4,33,-16.1,-459.4,-1.2,3,1.2,33,-16.1,-459.4,-1.2,3,1.2,-8.4,-44,233.3,-1.2,3,1.2,142.9,-89,151.9,15.7,4.8,-25.2,142.9,-89,151.9,-3.5,0.4,5.2,142.9,-89,151.9,0
-3.5,0.4,5.2,115.3,55.9,-178.1,-3.5,0.4,5.2,-131,-6.1,260.9,-1.4,7,-15.2,-131,-6.1,260.9,14.3,16.2,-16.5,-131,-6.1,260.9,14.3,16.2,-16.5,65.5,-268,-287,0.9,1.2,1.4,65.5,-268,-287,0.9,1.2,1.4,91.4,164.4,159.7,-3.6,8.9,-25.3,91.4,164.4,159.7,-3.6,8.9,-25.3,-2.7,149,91.8,-1.9,4,4.1,-2.7,149,91.8,0
-1.9,4,4.1,-46.4,-261.1,-110.5,9.6,10.5,-2.1,-46.4,-261.1,-110.5,9.6,10.5,-2.1,-116.5,255.9,335.3,9.6,10.5,-2.1,1.3,202.1,-568.7,16.7,23.4,-21.3,1.3,202.1,-568.7,-2.2,1.4,2.8,1.3,202.1,-568.7,-2.2,1.4,2.8,-34.6,-193,3.6,-2.2,1.4,2.8,-122.6,78.3,349,12.2,3.8,-8.6,-122.6,78.3,349,12.2,3.8,-8.6,158,4.7,-433.5,0
3.1,8,-1.5,158,4.7,-433.5,0.4,3.6,-3.5,158,4.7,-433.5,0.4,3.6,-3.5,-176,-46.9,213.1,0.4,3.6,-3.5,150.3,107.8,98.5,15.5,-1.8,-30.6,150.3,107.8,98.5,-0.3,-0.7,7.9,150.3,107.8,98.5,-0.3,-0.7,7.9,15.8,42.3,-129.7,-0.3,-0.7,7.9,-53,153,192.4,0.5,8.8,-21.5,-53,153,192.4,1.8,6.4,-2.7,-53,153,192.4,0
1.8,6.4,-2.7,-44.2,-305.8,-198.6,4.4,3.7,-1.6,-44.2,-305.8,-198.6,4.4,3.7,-1.6,-20,130.2,308.6,4.4,3.7,-1.6,56.4,30.3,-360,14.8,10.8,-19,56.4,30.3,-360,14.8,10.8,-19,-27.3,-150,159.3,0.4,2.9,1.8,-27.3,-150,159.3,15.6,-2.7,-15.2,-27.3,-150,159.3,15.6,-2.7,-15.2,-90.8,96.2,222.4,15.6,-2.7,-15.2,104.6,-32.2,-362.1,0
1.4,5.3,0,104.6,-32.2,-362.1,5.2,3.4,-9.6,104.6,-32.2,-362.1,5.2,3.4,-9.6,-106.6,134.6,277.2,5.2,3.4,-9.6,-16,-206,241.4,28.6,13.4,-8.9,-16,-206,241.4,28.6,13.4,-8.9,146.5,105.9,-119.5,-1.8,1,3.3,146.5,105.9,-119.5,1,15,-22.3,146.5,105.9,-119.5,1,15,-22.3,-56,259.4,189.8,5.9,7.1,-4.2,-56,259.4,189.8,0
5.9,7.1,-4.2,-40.7,-293.1,-3.7,5.3,10.7,0.5,-40.7,-293.1,-3.7,5.3,10.7,0.5,37.9,385,41,5.3,10.7,0.5,-13.3,287.7,-290.4,10.8,20.5,-34.8,-13.3,287.7,-290.4,10.8,20.5,-34.8,-97.7,-148.1,118,-1.3,2.5,1.7,-97.7,-148.1,118,-1.3,2.5,1.7,-101,65.4,356.4,17.7,6.5,-15.1,-101,65.4,356.4,17.7,6.5,-15.1,13.2,134.3,-367.2,0
3.4,8.4,-3,13.2,134.3,-367.2,0.2,5.4,-4.1,13.2,134.3,-367.2,0.2,5.4,-4.1,-99.6,-44.6,267.6,32.2,14.3,-11.1,-99.6,-44.6,267.6,32.2,14.3,-11.1,152,-198.3,133.7,-1.7,2.1,7.9,152,-198.3,133.7,-1.7,2.1,7.9,33,116.9,-97.4,-1.7,2.1,7.9,-128.4,98.3,294.6,0,11,-21.5,-128.4,98.3,294.6,14.9,17.8,-11.6,-128.4,98.3,294.6,0
14.9,17.8,-11.6,-86.5,-373,-153.2,2.7,0.3,6.2,-86.5,-373,-153.2,2.7,0.3,6.2,78.4,39,82.3,6.3,5.9,-22.9,78.4,39,82.3,6.3,5.9,-22.9,-47.7,191.3,141.6,1,12.2,3,-47.7,191.3,141.6,1,12.2,3,60.5,-369.7,-230.3,1,12.2,3,-2.7,282.5,364,11,17.2,-2.8,-2.7,282.5,364,13.5,17.8,-32.6,-2.7,282.5,364,0
13.5,17.8,-32.6,85.3,336.8,-232.2,-3,5.7,4.3,85.3,336.8,-232.2,-3,5.7,4.3,-23.9,-278.7,-65.3,4.5,7.8,2.5,-23.9,-278.7,-65.3,4.5,7.8,2.5,31.4,264.3,205,0.4,15.2,-28.6,31.4,264.3,205,0.4,15.2,-28.6,-1.4,332.3,-153.7,0.9,7.7,1.4,-1.4,332.3,-153.7,0.9,7.7,1.4,-5.1,-313.8,-160,5.2,6.8,1.9,-5.1,-313.8,-160,0
5.2,6.8,1.9,15.4,222.3,191.1,-1.1,15.3,-30.7,15.4,222.3,191.1,-1.1,15.3,-30.7,74.9,303.1,-15.8,-1.1,15.3,-30.7,-71.7,-312.5,-79.6,1.6,6.7,-0.4,-71.7,-312.5,-79.6,1.6,6.7,-0.4,77.4,248.7,182.3,5.2,6.6,-0.1,77.4,248.7,182.3,0.8,19.4,-25.6,77.4,248.7,182.3,0.8,19.4,-25.6,10.9,345,-193.3,0.8,19.4,-25.6,-23.1,-144.3,42.3,0
-2.4,1,1.7,-23.1,-144.3,42.3,21,11.7,-5.7,-23.1,-144.3,42.3,21,11.7,-5.7,60,199.1,276.9,21,11.7,-5.7,53.5,194.1,-424.5,3.9,11.2,-5.9,53.5,194.1,-424.5,-1.8,2.4,0.4,53.5,194.1,-424.5,-1.8,2.4,0.4,4.5,-62.7,217.5,23.5,13,0.5,4.5,-62.7,217.5,23.5,13,0.5,182,2.1,276.1,1.6,6,1.2,182,2.1,276.1,0
1.6,6,1.2,41.3,234.1,-290.1,1.6,3.8,-2.5,41.3,234.1,-290.1,1.6,3.8,-2.5,-51,-13,260.1,29.9,9.3,-17.3,-51,-13,260.1,29.9,9.3,-17.3,148.7,-158.1,121.9,-2.8,-0.1,5.7,148.7,-158.1,121.9,-2.8,-0.1,5.7,-86.5,128.8,-82.5,1.8,6,-18.2,-86.5,128.8,-82.5,1.8,6,-18.2,-125.7,103.8,214.9,4.4,6.8,-7.7,-125.7,103.8,214.9,0
4.4,6.8,-7.7,22.4,-321.8,-155.2,3.9,2.8,3.3,22.4,-321.8,-155.2,3.9,2.8,3.3,37,211.6,151.3,14,13.8,-17.6,37,211.6,151.3,14,13.8,-17.6,-86.2,90.7,-254.4,14,13.8,-17.6,6.9,-156.5,101.9,-4,1.1,2.4,6.9,-156.5,101.9,15.7,8.7,-10.3,6.9,-156.5,101.9,15.7,8.7,-10.3,-117.3,263.5,291.5,0.5,6.4,-1.9,-117.3,263.5,291.5,0
0.5,6.4,-1.9,66,79.9,-406.3,1.1,2.8,-3.8,66,79.9,-406.3,1.1,2.8,-3.8,-79.8,-57.5,249.5,22,8.3,-18.9,-79.8,-57.5,249.5,22,8.3,-18.9,39.4,-215.5,34.6,22,8.3,-18.9,8.7,179.4,-69.2,-1.1,0.1,4.9,8.7,179.4,-69.2,-9,13.6,-19.9,8.7,179.4,-69.2,-9,13.6,-19.9,-6.3,135.2,147,0,5.6,-1.3,-6.3,135.2,147,0
0,5.6,-1.3,7.5,-269.8,-181.8,10,6.1,-0.9,7.5,-269.8,-181.8,10,6.1,-0.9,3.3,218.9,197.8,6.2,13.5,-17.7,3.3,218.9,197.8,6.2,13.5,-17.7,31.4,107.7,-320.7,-0.9,1.5,0.2,31.4,107.7,-320.7,-0.9,1.5,0.2,-51.4,-57.9,195.3,22.9,4.6,-9.2,-51.4,-57.9,195.3,22.9,4.6,-9.2,72.5,3.7,158.4,0.2,1.9,2.4,72.5,3.7,158.4,0
0.2,1.9,2.4,25.4,90.7,-219.3,0.7,7.3,-13.5,25.4,90.7,-219.3,0.7,7.3,-13.5,-120.6,-33.2,316.6,0.7,7.3,-13.5,63.5,-246.5,-202.4,9,10.2,-16.7,63.5,-246.5,-202.4,1.9,1.2,3.2,63.5,-246.5,-202.4,1.9,1.2,3.2,44,181.4,113.6,1.9,1.2,3.2,126.4,248.4,81.1,-11.2,11.6,-29.2,126.4,248.4,81.1,-11.2,11.6,-29.2,-37,-165,-89.5,0
0.1,0.1,1,-37,-165,-89.5,13.6,4,-7.6,-37,-165,-89.5,13.6,4,-7.6,9.2,115.8,239.2,5.6,4.7,-2.7,9.2,115.8,239.2,5.6,4.7,-2.7,110.5,-80.6,-303.8,1.8,3.4,-6.2,110.5,-80.6,-303.8,1.8,3.4,-6.2,-133.1,23.9,223,14.9,10.5,-14.2,-133.1,23.9,223,14.9,10.5,-14.2,71,-324.6,127.3,1.4,-0.9,2.3,71,-324.6,127.3,0
1.4,-0.9,2.3,29.1,152.8,34.7,1.4,-0.9,2.3,4.8,213.2,78.6,-1.2,11.5,-28.8,4.8,213.2,78.6,-2.1,2.1,4.3,4.8,213.2,78.6,-2.1,2.1,4.3,29,-237.9,-116.8,-2.1,2.1,4.3,-31.9,212.3,273.6,14.1,8.7,-5.7,-31.9,212.3,273.6,14.1,8.7,-5.7,88.7,-90.1,-383.2,6.7,11.1,-1.2,88.7,-90.1,-383.2,1.1,4.8,-5.8,88.7,-90.1,-383.2,0
1.1,4.8,-5.8,-127.3,9.5,264,1.1,4.8,-5.8,94.4,-282.7,-2.6,23.1,16.2,-15.7,94.4,-282.7,-2.6,-1.7,-0.3,3.8,94.4,-282.7,-2.6,-1.7,-0.3,3.8,5.5,166.2,-11.2,-1.7,-0.3,3.8,4.5,173.4,116.5,4.2,13.2,-24.8,4.5,173.4,116.5,-0.9,3,0.8,4.5,173.4,116.5,-0.9,3,0.8,-5.1,-262.5,-51.5,13,6,-0.5,-5.1,-262.5,-51.5,0
13,6,-0.5,0.3,213,206.2,10.1,12.2,-11.7,0.3,213,206.2,10.1,12.2,-11.7,-6.3,87.5,-381.7,-1.2,0.2,-0.8,-6.3,87.5,-381.7,-1.2,0.2,-0.8,-58.2,-61.2,108.8,22.5,5,-15.4,-58.2,-61.2,108.8,22.5,5,-15.4,140.1,13,163.1,-1.4,-0.3,3.5,140.1,13,163.1,-1.4,-0.3,3.5,56.2,1.6,-177.2,3.2,6.6,-14.6,56.2,1.6,-177.2,0
3.2,6.6,-14.6,-119.1,122.4,227.9,3.2,6.6,-14.6,31.1,-316.5,-110.6,7.4,8.1,-8,31.1,-316.5,-110.6,4.2,2.3,3.4,31.1,-316.5,-110.6,4.2,2.3,3.4,55.3,210.4,113.3,9.1,14.6,-22.5,55.3,210.4,113.3,9.1,14.6,-22.5,-79.8,245.6,-185.2,9.1,14.6,-22.5,14.7,-179.2,12.8,-3.7,0.3,2.4,14.7,-179.2,12.8,19.4,9.2,-7.8,14.7,-179.2,12.8,0
19.4,9.2,-7.8,4.8,259.7,219.7,5.6,7.8,-7.1,4.8,259.7,219.7,5.6,7.8,-7.1,135.1,1.2,-372.1,-0.8,0.7,-3,135.1,1.2,-372.1,-0.8,0.7,-3,-37,39.8,180.9,23.5,12.8,-16.7,-37,39.8,180.9,23.5,12.8,-16.7,69.8,-216.6,230.3,-2.4,-1.1,3.5,69.8,-216.6,230.3,-2.4,-1.1,3.5,59.2,109.3,-50.4,5,5.9,-21.4,59.2,109.3,-50.4,0
5,5.9,-21.4,-46.6,190.7,102.2,0.9,3.5,-0.4,-46.6,190.7,102.2,0.9,3.5,-0.4,-14.2,-279.8,-141.9,11.5,5.1,-4,-14.2,-279.8,-141.9,11.5,5.1,-4,10.2,167.7,245.8,11.5,5.1,-4,-38.1,-29.4,-384.5,7.7,10.9,-7.2,-38.1,-29.4,-384.5,2.7,2.9,-4.6,-38.1,-29.4,-384.5,2.7,2.9,-4.6,-97.2,45.1,242.1,2.7,2.9,-4.6,92,-386.6,34,0
19,15.5,-13.3,92,-386.6,34,19,15.5,-13.3,37.8,147,31.4,0.2,-0.4,4,37.8,147,31.4,-7.6,8.3,-23.1,37.8,147,31.4,-7.6,8.3,-23.1,-19.1,191.8,101.4,-1.2,0.8,3.1,-19.1,191.8,101.4,-1.2,0.8,3.1,19.2,-213.7,-109.5,14.9,7,-7.4,19.2,-213.7,-109.5,14.9,7,-7.4,-11.7,181.7,231.7,2.9,8.5,-6.5,-11.7,181.7,231.7,0
2.9,8.5,-6.5,-149.1,142.2,-376,2.9,8.5,-6.5,-42.4,-17,177.5,-0.3,0.3,-2.8,-42.4,-17,177.5,22.1,6.5,-15.1,-42.4,-17,177.5,22.1,6.5,-15.1,-32.7,-45.1,66.1,-2.4,-2.3,3.4,-32.7,-45.1,66.1,-2.4,-2.3,3.4,17.7,88,-21.1,-1.4,6.1,-20.8,17.7,88,-21.1,-1.4,6.1,-20.8,-37.2,175.7,140.4,3.5,3.9,-3.1,-37.2,175.7,140.4,0
3.5,3.9,-3.1,-8.7,-235.5,-167.7,7.2,1.3,0.3,-8.7,-235.5,-167.7,7.2,1.3,0.3,-0.9,219.2,127.6,14.2,12.3,-17.3,-0.9,219.2,127.6,14.2,12.3,-17.3,63.3,94.3,-332.8,-2.8,-1.1,2,63.3,94.3,-332.8,-2.8,-1.1,2,-55.6,-54.6,77.7,20.4,5.2,-5.6,-55.6,-54.6,77.7,20.4,5.2,-5.6,50.6,194.4,147.9,-0.8,1,3.9,50.6,194.4,147.9,0
-0.8,1,3.9,7.7,24.3,-231.3,1.5,5.6,-11.7,7.7,24.3,-231.3,1.5,5.6,-11.7,-143.6,59.7,283.8,9,12.9,-8.9,-143.6,59.7,283.8,9,12.9,-8.9,-37.7,-363.8,-186.4,9,12.9,-8.9,80.1,138.9,157.7,1.8,0.5,2.1,80.1,138.9,157.7,15,11.2,-30.6,80.1,138.9,157.7,15,11.2,-30.6,-18.5,234.1,-152.1,-2.6,0.4,3.7,-18.5,234.1,-152.1,0
-2.6,0.4,3.7,-38.7,-156,8.6,18,7.2,-5.4,-38.7,-156,8.6,18,7.2,-5.4,0.4,209.6,251.2,4.1,10.4,-0.5,0.4,209.6,251.2,4.1,10.4,-0.5,67.9,-42.8,-395.8,4.1,10.4,-0.5,-137.5,1,250.4,2.5,4.9,-4.6,-137.5,1,250.4,24.4,13.6,-13.6,-137.5,1,250.4,24.4,13.6,-13.6,166,-264.4,8.5,2.1,0.3,5.7,166,-264.4,8.5,0
2.1,0.3,5.7,86.1,158.9,26.3,2.1,0.3,5.7,2.9,270.4,-15.5,2.9,9.8,-28.5,2.9,270.4,-15.5,-1.9,3.2,3.5,2.9,270.4,-15.5,-1.9,3.2,3.5,-3,-259.6,-90.3,13.5,7.8,1.5,-3,-259.6,-90.3,13.5,7.8,1.5,-31.9,245.9,232.9,14,14.9,-19.4,-31.9,245.9,232.9,14,14.9,-19.4,95,57.6,-393.6,-2.1,1.3,4.5,95,57.6,-393.6,0
-2.1,1.3,4.5,-13.9,-84.8,81.8,-2.1,1.3,4.5,28.7,78.7,267.5,22.4,5.2,-16.2,28.7,78.7,267.5,0.6,5.3,2.5,28.7,78.7,267.5,0.6,5.3,2.5,80.3,3,-292.3,5,4.7,-9.7,80.3,3,-292.3,5,4.7,-9.7,-214.7,61.6,239,18.1,12.9,-18.7,-214.7,61.6,239,18.1,12.9,-18.7,-28,-291.1,-97.8,18.1,12.9,-18.7,92,163.4,46.8,0
0.2,-0.3,3.1,92,163.4,46.8,19,11,-26.5,92,163.4,46.8,19,11,-26.5,-65.3,224.5,-202.8,-3.4,0,2.3,-65.3,224.5,-202.8,-3.4,0,2.3,-39.7,-125.7,43.2,22.3,12,-6.3,-39.7,-125.7,43.2,22.3,12,-6.3,18.7,222.5,269.3,0.5,4.9,5,18.7,222.5,269.3,0.5,4.9,5,66.3,-34.1,-307.6,0.5,4.9,5,-194.8,147.2,224.2,0
5.9,4.6,-9.4,-194.8,147.2,224.2,12.1,22.1,-11.2,-194.8,147.2,224.2,12.1,22.1,-11.2,40.7,-444.4,-174.2,4.4,2.4,2.9,40.7,-444.4,-174.2,4.4,2.4,2.9,150.8,177.2,92.6,4.4,2.4,2.9,-52.4,244.8,-144.8,18.2,11.7,-31.4,-52.4,244.8,-144.8,-3.1,2.2,4.3,-52.4,244.8,-144.8,-3.1,2.2,4.3,-92,-181.4,-46.1,15.2,9.9,-0.3,-92,-181.4,-46.1,0
15.2,9.9,-0.3,80.6,216.5,217.7,5,11.3,-3.5,80.6,216.5,217.7,5,11.3,-3.5,23.6,-78,-372.5,0.4,2.6,-2.3,23.6,-78,-372.5,0.4,2.6,-2.3,-106.8,13.6,237.8,27.9,9,-14.4,-106.8,13.6,237.8,27.9,9,-14.4,180,-69.3,150.3,27.9,9,-14.4,110.5,63.9,-110.6,-3.2,0.3,3.7,110.5,63.9,-110.6,-3.2,0.3,3.7,-69.4,109.9,233.3,0
-1.1,8.5,-16.3,-69.4,109.9,233.3,4.6,12.8,-3.8,-69.4,109.9,233.3,4.6,12.8,-3.8,-19.8,-383,-162,4.6,12.8,-3.8,-7.3,262.1,124,3.5,4.2,2.4,-7.3,262.1,124,19.6,15.2,-17,-7.3,262.1,124,19.6,15.2,-17,40.4,35.8,-295.6,-1.5,2.6,3.7,40.4,35.8,-295.6,-1.5,2.6,3.7,7.9,-69.4,152.4,-1.5,2.6,3.7,28.4,51.1,223,0
20.3,5,-11.2,28.4,51.1,223,20.3,5,-11.2,-25.7,48.1,-296.3,0.6,4.5,4.1,-25.7,48.1,-296.3,1.7,5.8,-8.6,-25.7,48.1,-296.3,1.7,5.8,-8.6,-107.8,5.1,310.4,22.7,14.1,-13.4,-107.8,5.1,310.4,22.7,14.1,-13.4,7.2,-281.6,91,-1,0,4.4,7.2,-281.6,91,-1,0,4.4,96.5,100.1,-48.5,1.6,12.3,-22.1,96.5,100.1,-48.5,0
1.6,12.3,-22.1,-114.2,208.5,124.3,0.7,7,-2.7,-114.2,208.5,124.3,0.7,7,-2.7,18.6,-344.9,-102.2,0.7,7,-2.7,-5.7,333.5,70.1,8.3,7.7,1.2,-5.7,333.5,70.1,26.2,19.3,-17.9,-5.7,333.5,70.1,26.2,19.3,-17.9,9.1,127.2,-428.6,-1.5,0.3,0.2,9.1,127.2,-428.6,-1.5,0.3,0.2,-42.8,-84.1,117.9,21.2,11,-5.1,-42.8,-84.1,117.9,0
21.2,11,-5.1,-22,241.3,180.4,-1.4,0.8,4.2,-22,241.3,180.4,-1.4,0.8,4.2,74,-39,-261.4,1,7.5,-8.1,74,-39,-261.4,1,7.5,-8.1,-139.7,19,322.3,1,7.5,-8.1,144.8,-247.4,-76.9,20.1,11.9,-14.8,144.8,-247.4,-76.9,-0.9,0.7,5.1,144.8,-247.4,-76.9,-0.9,0.7,5.1,85.3,143.8,-69,0.3,12.5,-24.1,85.3,143.8,-69,0
0.3,12.5,-24.1,-36.6,216.6,139.3,2.7,6.9,-1.1,-36.6,216.6,139.3,2.7,6.9,-1.1,94.2,-299.1,-104.7,2.7,6.9,-1.1,-45.4,287.9,193.5,10.4,8.7,-1.3,-45.4,287.9,193.5,15.2,13.3,-20.1,-45.4,287.9,193.5,15.2,13.3,-20.1,234,119.4,-315.7,15.2,13.3,-20.1,-52.2,-93.7,148.7,-2.8,1.1,-0.7,-52.2,-93.7,148.7,20.3,6.7,-5.2,-52.2,-93.7,148.7,0
